"zcta","county","city","state","business_name","business_type","num_employees","years_in_operation","dataset"
"76805","12911","Silverstone Ridge","NY","Business 4064","Restaurant",95,2,"NETS"
"27103","12220",,"NY","Business 2882","Clothing Store",94,2,"NETS"
"27103","12220",,"NY","Business 4035","Restaurant",70,26,"NETS"
"27103","12220",,"NY","Business 9612","Hardware Store",91,9,"NETS"
"27103","12220",,"NY","Business 6276","Hardware Store",24,6,"NETS"
"83355","12088",,"NY","Business 4898","Grocery Store",28,22,"NETS"
"83355","12088",,"NY","Business 5678","Hardware Store",35,26,"NETS"
"83355","12088",,"NY","Business 4724","Electronics Store",82,27,"NETS"
"83355","12088",,"NY","Business 5260","Hardware Store",64,12,"NETS"
"83355","12088",,"NY","Business 8491","Pharmacy",24,7,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 7798","Pharmacy",98,12,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 9956","Restaurant",67,30,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 8150","Clothing Store",92,22,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 4921","Hardware Store",74,1,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 2093","Hardware Store",70,21,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 6129","Gas Station",76,17,"NETS"
"01923","12226","Silverstone Ridge","NY","Business 1487","Gas Station",77,13,"NETS"
"31466","12170",,"NY","Business 6143","Pharmacy",41,2,"NETS"
"31466","12170",,"NY","Business 5776","Clothing Store",22,28,"NETS"
"31466","12170",,"NY","Business 9419","Restaurant",46,4,"NETS"
"05178","12309",,"NY","Business 8180","Gas Station",10,27,"NETS"
"05178","12309",,"NY","Business 8612","Pharmacy",98,19,"NETS"
"08482","12724",,"NY","Business 3234","Restaurant",35,9,"NETS"
"08482","12724",,"NY","Business 2467","Pharmacy",41,14,"NETS"
"08482","12724",,"NY","Business 4781","Restaurant",84,10,"NETS"
"49618","12998",,"NY","Business 2427","Restaurant",53,19,"NETS"
"49618","12998",,"NY","Business 8321","Pharmacy",41,15,"NETS"
"49618","12998",,"NY","Business 608","Pharmacy",60,16,"NETS"
"49618","12998",,"NY","Business 4154","Electronics Store",60,6,"NETS"
"78638","12247",,"NY","Business 8437","Electronics Store",96,12,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 1089","Gas Station",13,8,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 958","Gas Station",52,27,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 4976","Hardware Store",48,8,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 2680","Restaurant",22,23,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 7321","Grocery Store",60,13,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 5788","Clothing Store",78,1,"NETS"
"47695","12837","Silverstone Ridge","NY","Business 4868","Electronics Store",19,29,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 9895","Electronics Store",58,18,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 1129","Restaurant",73,23,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 1570","Electronics Store",21,10,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 5878","Restaurant",24,7,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 8725","Pharmacy",96,23,"NETS"
"48775","12146","Silverstone Ridge","NY","Business 8099","Pharmacy",60,14,"NETS"
"61449","12731",,"NY","Business 7778","Pharmacy",100,30,"NETS"
"43289","12809","Fox Hollow","NY","Business 4265","Clothing Store",100,10,"NETS"
"43289","12809","Fox Hollow","NY","Business 9697","Clothing Store",72,12,"NETS"
"43289","12809","Fox Hollow","NY","Business 193","Clothing Store",38,9,"NETS"
"43289","12809","Fox Hollow","NY","Business 7339","Restaurant",16,21,"NETS"
"43289","12809","Fox Hollow","NY","Business 5385","Gas Station",92,22,"NETS"
"43289","12809","Fox Hollow","NY","Business 561","Hardware Store",7,8,"NETS"
"43289","12809","Fox Hollow","NY","Business 3772","Gas Station",94,24,"NETS"
"43289","12809","Fox Hollow","NY","Business 924","Restaurant",39,17,"NETS"
"43289","12809","Fox Hollow","NY","Business 2272","Gas Station",17,29,"NETS"
"91176","12735",,"NY","Business 2921","Clothing Store",79,22,"NETS"
"91176","12735",,"NY","Business 8187","Pharmacy",38,26,"NETS"
"91176","12735",,"NY","Business 3256","Clothing Store",16,22,"NETS"
"91176","12735",,"NY","Business 7376","Restaurant",10,6,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 4648","Electronics Store",40,4,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 1907","Clothing Store",87,15,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 7036","Pharmacy",24,4,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 7713","Electronics Store",50,7,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 4250","Electronics Store",88,28,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 2882","Pharmacy",63,2,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 8287","Clothing Store",29,5,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 2265","Pharmacy",88,2,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 9194","Electronics Store",59,14,"NETS"
"81547","12587","Silverstone Ridge","NY","Business 3486","Electronics Store",92,6,"NETS"
"12636","12861","Liberty Meadows","NY","Business 1770","Restaurant",25,7,"NETS"
"12636","12861","Liberty Meadows","NY","Business 3294","Hardware Store",93,8,"NETS"
"12636","12861","Liberty Meadows","NY","Business 5794","Pharmacy",77,12,"NETS"
"12636","12861","Liberty Meadows","NY","Business 4659","Grocery Store",20,29,"NETS"
"12636","12861","Liberty Meadows","NY","Business 7039","Grocery Store",61,25,"NETS"
"12636","12861","Liberty Meadows","NY","Business 1329","Gas Station",69,11,"NETS"
"12636","12861","Liberty Meadows","NY","Business 4638","Gas Station",72,30,"NETS"
"12636","12861","Liberty Meadows","NY","Business 27","Grocery Store",24,19,"NETS"
"12636","12861","Liberty Meadows","NY","Business 8751","Hardware Store",54,30,"NETS"
"20547","12065",,"NY","Business 3637","Pharmacy",88,22,"NETS"
"20547","12065",,"NY","Business 4736","Grocery Store",77,5,"NETS"
"69340","12007","Liberty Meadows","NY","Business 2415","Pharmacy",61,22,"NETS"
"69340","12007","Liberty Meadows","NY","Business 5801","Pharmacy",15,8,"NETS"
"69340","12007","Liberty Meadows","NY","Business 6547","Electronics Store",44,10,"NETS"
"69340","12007","Liberty Meadows","NY","Business 3869","Clothing Store",45,10,"NETS"
"69340","12007","Liberty Meadows","NY","Business 3110","Hardware Store",64,15,"NETS"
"69340","12007","Liberty Meadows","NY","Business 3674","Clothing Store",54,16,"NETS"
"69340","12007","Liberty Meadows","NY","Business 3894","Grocery Store",64,2,"NETS"
"69340","12007","Liberty Meadows","NY","Business 723","Gas Station",19,24,"NETS"
"69340","12007","Liberty Meadows","NY","Business 3347","Pharmacy",53,30,"NETS"
"69340","12007","Liberty Meadows","NY","Business 7353","Gas Station",100,17,"NETS"
"37247","12046","Liberty Meadows","NY","Business 1210","Electronics Store",36,21,"NETS"
"37247","12046","Liberty Meadows","NY","Business 2966","Gas Station",6,19,"NETS"
"37247","12046","Liberty Meadows","NY","Business 1586","Hardware Store",26,17,"NETS"
"37247","12046","Liberty Meadows","NY","Business 5721","Pharmacy",76,11,"NETS"
"37247","12046","Liberty Meadows","NY","Business 2407","Gas Station",97,14,"NETS"
"37247","12046","Liberty Meadows","NY","Business 5691","Electronics Store",77,23,"NETS"
"37015","12488",,"NY","Business 6317","Grocery Store",82,18,"NETS"
"53719","12163","Liberty Meadows","NY","Business 8391","Clothing Store",50,14,"NETS"
"53719","12163","Liberty Meadows","NY","Business 5655","Restaurant",21,10,"NETS"
"53719","12163","Liberty Meadows","NY","Business 960","Restaurant",90,30,"NETS"
"53719","12163","Liberty Meadows","NY","Business 3561","Restaurant",87,12,"NETS"
"53719","12163","Liberty Meadows","NY","Business 2687","Gas Station",44,12,"NETS"
"53719","12163","Liberty Meadows","NY","Business 5118","Grocery Store",2,24,"NETS"
"53719","12163","Liberty Meadows","NY","Business 5166","Pharmacy",20,19,"NETS"
"37208","12497",,"NY","Business 382","Grocery Store",58,2,"NETS"
"37208","12497",,"NY","Business 6863","Grocery Store",52,24,"NETS"
"37208","12497",,"NY","Business 7885","Gas Station",47,6,"NETS"
"18876","12013","Fox Hollow","NY","Business 3358","Restaurant",29,17,"NETS"
"18876","12013","Fox Hollow","NY","Business 8959","Clothing Store",48,4,"NETS"
"18876","12013","Fox Hollow","NY","Business 7177","Electronics Store",44,10,"NETS"
"18876","12013","Fox Hollow","NY","Business 6290","Electronics Store",66,18,"NETS"
"18876","12013","Fox Hollow","NY","Business 9179","Grocery Store",60,10,"NETS"
"18876","12013","Fox Hollow","NY","Business 4416","Grocery Store",51,13,"NETS"
"18876","12013","Fox Hollow","NY","Business 4196","Grocery Store",7,5,"NETS"
"18876","12013","Fox Hollow","NY","Business 3627","Gas Station",92,2,"NETS"
"18876","12013","Fox Hollow","NY","Business 6323","Grocery Store",82,16,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 1871","Clothing Store",58,13,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 4019","Restaurant",73,25,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 3675","Clothing Store",18,13,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 2727","Hardware Store",10,11,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 7272","Clothing Store",50,19,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 404","Restaurant",94,14,"NETS"
"17017","12336","Silverstone Ridge","NY","Business 6652","Electronics Store",88,11,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 7783","Restaurant",80,19,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 8536","Hardware Store",38,9,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 7653","Electronics Store",99,4,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 3186","Gas Station",30,22,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 6991","Pharmacy",79,23,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 7858","Electronics Store",73,14,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 6140","Electronics Store",14,20,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 3940","Clothing Store",23,8,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 8131","Clothing Store",35,7,"NETS"
"26566","12380","Silverstone Ridge","NY","Business 3841","Electronics Store",53,24,"NETS"
"62506","12284","Liberty Meadows","NY","Business 6807","Grocery Store",76,20,"NETS"
"62506","12284","Liberty Meadows","NY","Business 5152","Clothing Store",28,1,"NETS"
"62506","12284","Liberty Meadows","NY","Business 3756","Restaurant",90,24,"NETS"
"62506","12284","Liberty Meadows","NY","Business 8678","Grocery Store",48,18,"NETS"
"62506","12284","Liberty Meadows","NY","Business 1065","Electronics Store",28,29,"NETS"
"62506","12284","Liberty Meadows","NY","Business 4904","Hardware Store",53,4,"NETS"
"62506","12284","Liberty Meadows","NY","Business 1603","Pharmacy",36,12,"NETS"
"92120","12865","Everwood Springs","NY","Business 3121","Hardware Store",79,25,"NETS"
"92120","12865","Everwood Springs","NY","Business 1554","Gas Station",100,9,"NETS"
"92120","12865","Everwood Springs","NY","Business 9132","Electronics Store",79,2,"NETS"
"92120","12865","Everwood Springs","NY","Business 1852","Gas Station",80,13,"NETS"
"92120","12865","Everwood Springs","NY","Business 9294","Gas Station",59,12,"NETS"
"92120","12865","Everwood Springs","NY","Business 9679","Pharmacy",73,20,"NETS"
"92120","12865","Everwood Springs","NY","Business 3490","Clothing Store",23,16,"NETS"
"92120","12865","Everwood Springs","NY","Business 2493","Restaurant",46,1,"NETS"
"74640","12997","Everwood Springs","NY","Business 6951","Gas Station",50,19,"NETS"
"74640","12997","Everwood Springs","NY","Business 2741","Grocery Store",44,21,"NETS"
"74640","12997","Everwood Springs","NY","Business 4729","Electronics Store",39,2,"NETS"
"74640","12997","Everwood Springs","NY","Business 4521","Hardware Store",5,14,"NETS"
"74640","12997","Everwood Springs","NY","Business 4546","Restaurant",10,15,"NETS"
"74640","12997","Everwood Springs","NY","Business 477","Grocery Store",68,14,"NETS"
"74640","12997","Everwood Springs","NY","Business 3512","Electronics Store",87,22,"NETS"
"39264","12881",,"NY","Business 194","Pharmacy",7,9,"NETS"
"39264","12881",,"NY","Business 397","Gas Station",18,12,"NETS"
"39264","12881",,"NY","Business 7479","Clothing Store",26,24,"NETS"
"60225","12264","Silverstone Ridge","NY","Business 7327","Electronics Store",91,6,"NETS"
"60225","12264","Silverstone Ridge","NY","Business 9810","Pharmacy",63,14,"NETS"
"60225","12264","Silverstone Ridge","NY","Business 6527","Hardware Store",91,21,"NETS"
"60225","12264","Silverstone Ridge","NY","Business 3068","Grocery Store",32,23,"NETS"
"60225","12264","Silverstone Ridge","NY","Business 4640","Hardware Store",100,16,"NETS"
"89914","12763",,"NY","Business 7160","Grocery Store",8,11,"NETS"
"55992","12051",,"NY","Business 7493","Electronics Store",40,22,"NETS"
"55992","12051",,"NY","Business 6297","Clothing Store",100,3,"NETS"
"55992","12051",,"NY","Business 1804","Hardware Store",67,22,"NETS"
"55992","12051",,"NY","Business 1005","Gas Station",2,30,"NETS"
"13763","12068",,"NY","Business 8751","Gas Station",86,22,"NETS"
"13763","12068",,"NY","Business 8039","Clothing Store",58,21,"NETS"
"13763","12068",,"NY","Business 3165","Gas Station",30,21,"NETS"
"13763","12068",,"NY","Business 960","Grocery Store",25,7,"NETS"
"79126","12620",,"NY","Business 406","Clothing Store",56,9,"NETS"
"79126","12620",,"NY","Business 5766","Restaurant",2,22,"NETS"
"79126","12620",,"NY","Business 6522","Clothing Store",15,8,"NETS"
"79126","12620",,"NY","Business 8701","Restaurant",31,13,"NETS"
"79126","12620",,"NY","Business 3885","Hardware Store",96,29,"NETS"
"15828","12811",,"NY","Business 6798","Pharmacy",64,12,"NETS"
"15828","12811",,"NY","Business 6458","Hardware Store",49,2,"NETS"
"15828","12811",,"NY","Business 2267","Clothing Store",2,20,"NETS"
"15828","12811",,"NY","Business 7509","Pharmacy",96,28,"NETS"
"04750","12696",,"NY","Business 9641","Clothing Store",38,16,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 4496","Clothing Store",45,11,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 9273","Electronics Store",25,12,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 2592","Electronics Store",15,26,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 7254","Electronics Store",59,29,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 3878","Grocery Store",38,5,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 2985","Hardware Store",5,23,"NETS"
"18807","12267","Silverstone Ridge","NY","Business 224","Hardware Store",51,25,"NETS"
"91870","12010",,"NY","Business 1951","Restaurant",22,22,"NETS"
"91870","12010",,"NY","Business 729","Clothing Store",5,17,"NETS"
"91870","12010",,"NY","Business 8497","Electronics Store",2,4,"NETS"
"91570","12455","Coppermill Valley","NY","Business 1367","Clothing Store",3,22,"NETS"
"91570","12455","Coppermill Valley","NY","Business 525","Clothing Store",13,2,"NETS"
"91570","12455","Coppermill Valley","NY","Business 2588","Restaurant",34,18,"NETS"
"91570","12455","Coppermill Valley","NY","Business 4720","Electronics Store",49,22,"NETS"
"91570","12455","Coppermill Valley","NY","Business 262","Hardware Store",76,10,"NETS"
"91570","12455","Coppermill Valley","NY","Business 1051","Hardware Store",52,9,"NETS"
"91570","12455","Coppermill Valley","NY","Business 2958","Restaurant",18,4,"NETS"
"91570","12455","Coppermill Valley","NY","Business 9612","Electronics Store",8,30,"NETS"
"91570","12455","Coppermill Valley","NY","Business 7413","Restaurant",90,2,"NETS"
"91570","12455","Coppermill Valley","NY","Business 7856","Gas Station",60,7,"NETS"
"41609","12597",,"NY","Business 5952","Electronics Store",7,15,"NETS"
"41609","12597",,"NY","Business 4036","Hardware Store",22,22,"NETS"
"41609","12597",,"NY","Business 8782","Clothing Store",74,12,"NETS"
"41609","12597",,"NY","Business 4333","Restaurant",25,26,"NETS"
"41609","12597",,"NY","Business 6607","Restaurant",15,6,"NETS"
"13797","12881",,"NY","Business 1444","Hardware Store",14,22,"NETS"
"56767","12960","Coppermill Valley","NY","Business 8765","Clothing Store",85,26,"NETS"
"56767","12960","Coppermill Valley","NY","Business 4851","Hardware Store",75,29,"NETS"
"56767","12960","Coppermill Valley","NY","Business 7474","Hardware Store",21,5,"NETS"
"56767","12960","Coppermill Valley","NY","Business 6169","Gas Station",20,6,"NETS"
"56767","12960","Coppermill Valley","NY","Business 1982","Gas Station",67,27,"NETS"
"56767","12960","Coppermill Valley","NY","Business 6096","Pharmacy",41,30,"NETS"
"56767","12960","Coppermill Valley","NY","Business 5918","Pharmacy",25,18,"NETS"
"08848","12942","Silverstone Ridge","NY","Business 4357","Restaurant",48,2,"NETS"
"08848","12942","Silverstone Ridge","NY","Business 8401","Restaurant",11,25,"NETS"
"08848","12942","Silverstone Ridge","NY","Business 7992","Grocery Store",38,20,"NETS"
"08848","12942","Silverstone Ridge","NY","Business 959","Restaurant",45,5,"NETS"
"08848","12942","Silverstone Ridge","NY","Business 7567","Clothing Store",1,2,"NETS"
"38947","12117","Coppermill Valley","NY","Business 9738","Grocery Store",76,17,"NETS"
"38947","12117","Coppermill Valley","NY","Business 683","Restaurant",12,19,"NETS"
"38947","12117","Coppermill Valley","NY","Business 8210","Restaurant",37,12,"NETS"
"38947","12117","Coppermill Valley","NY","Business 9431","Gas Station",44,27,"NETS"
"38947","12117","Coppermill Valley","NY","Business 7934","Electronics Store",42,3,"NETS"
"38947","12117","Coppermill Valley","NY","Business 7767","Electronics Store",25,6,"NETS"
"38947","12117","Coppermill Valley","NY","Business 2040","Hardware Store",20,9,"NETS"
"38947","12117","Coppermill Valley","NY","Business 907","Grocery Store",49,26,"NETS"
"38947","12117","Coppermill Valley","NY","Business 3716","Hardware Store",17,21,"NETS"
"38947","12117","Coppermill Valley","NY","Business 5720","Gas Station",70,6,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 305","Pharmacy",41,4,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 3569","Restaurant",6,2,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 9735","Grocery Store",92,10,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 9835","Pharmacy",65,11,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 5167","Restaurant",46,6,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 5797","Grocery Store",33,21,"NETS"
"50212","12203","Silverstone Ridge","NY","Business 3635","Restaurant",53,16,"NETS"
"12791","12514",,"NY","Business 1036","Hardware Store",36,10,"NETS"
"12791","12514",,"NY","Business 9241","Restaurant",30,6,"NETS"
"12791","12514",,"NY","Business 105","Pharmacy",76,5,"NETS"
"12791","12514",,"NY","Business 1358","Hardware Store",2,26,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 6707","Pharmacy",14,10,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 6270","Electronics Store",81,18,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 7453","Electronics Store",13,13,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 4173","Pharmacy",12,29,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 9454","Restaurant",58,24,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 770","Grocery Store",2,17,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 7368","Pharmacy",60,22,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 4651","Grocery Store",32,1,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 1027","Clothing Store",85,27,"NETS"
"07196","12077","Silverstone Ridge","NY","Business 7656","Gas Station",42,7,"NETS"
"25245","12571","Everwood Springs","NY","Business 5013","Hardware Store",37,16,"NETS"
"25245","12571","Everwood Springs","NY","Business 3034","Clothing Store",90,3,"NETS"
"25245","12571","Everwood Springs","NY","Business 8365","Gas Station",23,30,"NETS"
"25245","12571","Everwood Springs","NY","Business 1237","Hardware Store",15,15,"NETS"
"25245","12571","Everwood Springs","NY","Business 4370","Clothing Store",53,14,"NETS"
"25245","12571","Everwood Springs","NY","Business 4205","Electronics Store",4,10,"NETS"
"25245","12571","Everwood Springs","NY","Business 5378","Gas Station",55,21,"NETS"
"25245","12571","Everwood Springs","NY","Business 9524","Gas Station",94,27,"NETS"
"25245","12571","Everwood Springs","NY","Business 7831","Clothing Store",64,5,"NETS"
"58156","12125","Coppermill Valley","NY","Business 7439","Gas Station",56,16,"NETS"
"58156","12125","Coppermill Valley","NY","Business 651","Clothing Store",56,23,"NETS"
"58156","12125","Coppermill Valley","NY","Business 7601","Clothing Store",43,29,"NETS"
"58156","12125","Coppermill Valley","NY","Business 9651","Restaurant",82,7,"NETS"
"58156","12125","Coppermill Valley","NY","Business 9841","Hardware Store",51,17,"NETS"
"58156","12125","Coppermill Valley","NY","Business 1052","Hardware Store",53,7,"NETS"
"64797","12665","Liberty Meadows","NY","Business 7485","Electronics Store",95,20,"NETS"
"64797","12665","Liberty Meadows","NY","Business 4005","Clothing Store",16,26,"NETS"
"64797","12665","Liberty Meadows","NY","Business 9879","Gas Station",95,9,"NETS"
"64797","12665","Liberty Meadows","NY","Business 3098","Restaurant",99,29,"NETS"
"64797","12665","Liberty Meadows","NY","Business 1574","Restaurant",28,17,"NETS"
"64797","12665","Liberty Meadows","NY","Business 8975","Clothing Store",60,7,"NETS"
"64797","12665","Liberty Meadows","NY","Business 5548","Gas Station",82,27,"NETS"
"64797","12665","Liberty Meadows","NY","Business 4156","Restaurant",48,7,"NETS"
"64797","12665","Liberty Meadows","NY","Business 6488","Electronics Store",20,2,"NETS"
"64797","12665","Liberty Meadows","NY","Business 9720","Restaurant",98,13,"NETS"
"75869","12663",,"NY","Business 6392","Pharmacy",21,13,"NETS"
"75869","12663",,"NY","Business 7894","Hardware Store",11,24,"NETS"
"75869","12663",,"NY","Business 9864","Gas Station",100,1,"NETS"
"75869","12663",,"NY","Business 5248","Grocery Store",97,23,"NETS"
"75869","12663",,"NY","Business 6431","Clothing Store",4,25,"NETS"
"35533","12276","Coppermill Valley","NY","Business 8758","Gas Station",40,2,"NETS"
"35533","12276","Coppermill Valley","NY","Business 2778","Clothing Store",74,30,"NETS"
"35533","12276","Coppermill Valley","NY","Business 9027","Electronics Store",86,21,"NETS"
"35533","12276","Coppermill Valley","NY","Business 4203","Electronics Store",37,1,"NETS"
"35533","12276","Coppermill Valley","NY","Business 6698","Hardware Store",97,21,"NETS"
"35533","12276","Coppermill Valley","NY","Business 4713","Restaurant",11,11,"NETS"
"35533","12276","Coppermill Valley","NY","Business 1740","Hardware Store",77,7,"NETS"
"35533","12276","Coppermill Valley","NY","Business 8156","Clothing Store",39,15,"NETS"
"35533","12276","Coppermill Valley","NY","Business 8224","Hardware Store",13,22,"NETS"
"65463","12708",,"NY","Business 5403","Pharmacy",94,22,"NETS"
"65463","12708",,"NY","Business 4173","Gas Station",62,8,"NETS"
"65463","12708",,"NY","Business 7285","Grocery Store",47,2,"NETS"
"65463","12708",,"NY","Business 9128","Pharmacy",86,13,"NETS"
"98821","12291","Fox Hollow","NY","Business 7531","Gas Station",49,18,"NETS"
"98821","12291","Fox Hollow","NY","Business 6955","Electronics Store",66,13,"NETS"
"98821","12291","Fox Hollow","NY","Business 6046","Pharmacy",21,12,"NETS"
"98821","12291","Fox Hollow","NY","Business 7357","Pharmacy",43,1,"NETS"
"98821","12291","Fox Hollow","NY","Business 958","Hardware Store",60,19,"NETS"
"98821","12291","Fox Hollow","NY","Business 6359","Clothing Store",53,29,"NETS"
"98821","12291","Fox Hollow","NY","Business 2377","Grocery Store",20,29,"NETS"
"52572","12714","Liberty Meadows","NY","Business 7429","Gas Station",93,30,"NETS"
"52572","12714","Liberty Meadows","NY","Business 1603","Gas Station",81,10,"NETS"
"52572","12714","Liberty Meadows","NY","Business 3760","Clothing Store",97,24,"NETS"
"52572","12714","Liberty Meadows","NY","Business 2116","Gas Station",86,4,"NETS"
"52572","12714","Liberty Meadows","NY","Business 4686","Grocery Store",95,6,"NETS"
"52572","12714","Liberty Meadows","NY","Business 9854","Hardware Store",65,3,"NETS"
"52572","12714","Liberty Meadows","NY","Business 7862","Clothing Store",15,2,"NETS"
"52572","12714","Liberty Meadows","NY","Business 4572","Clothing Store",89,12,"NETS"
"99750","12692",,"NY","Business 7628","Clothing Store",98,10,"NETS"
"99750","12692",,"NY","Business 8238","Restaurant",49,27,"NETS"
"02647","12513","Liberty Meadows","NY","Business 1273","Electronics Store",61,27,"NETS"
"02647","12513","Liberty Meadows","NY","Business 1596","Electronics Store",53,5,"NETS"
"02647","12513","Liberty Meadows","NY","Business 3434","Restaurant",50,9,"NETS"
"02647","12513","Liberty Meadows","NY","Business 8480","Gas Station",14,15,"NETS"
"02647","12513","Liberty Meadows","NY","Business 3236","Electronics Store",60,12,"NETS"
"02647","12513","Liberty Meadows","NY","Business 257","Clothing Store",32,30,"NETS"
"02647","12513","Liberty Meadows","NY","Business 6630","Clothing Store",8,29,"NETS"
"02647","12513","Liberty Meadows","NY","Business 3602","Hardware Store",9,9,"NETS"
"02647","12513","Liberty Meadows","NY","Business 1927","Pharmacy",22,7,"NETS"
"80352","12340",,"NY","Business 8921","Gas Station",78,15,"NETS"
"80352","12340",,"NY","Business 3989","Grocery Store",42,9,"NETS"
"80352","12340",,"NY","Business 7717","Restaurant",13,14,"NETS"
"80352","12340",,"NY","Business 1986","Gas Station",74,23,"NETS"
"34796","12083","Everwood Springs","NY","Business 1681","Grocery Store",32,21,"NETS"
"34796","12083","Everwood Springs","NY","Business 4425","Pharmacy",54,1,"NETS"
"34796","12083","Everwood Springs","NY","Business 1953","Clothing Store",71,27,"NETS"
"34796","12083","Everwood Springs","NY","Business 9898","Clothing Store",2,11,"NETS"
"34796","12083","Everwood Springs","NY","Business 9265","Clothing Store",16,23,"NETS"
"34796","12083","Everwood Springs","NY","Business 8086","Electronics Store",90,6,"NETS"
"34796","12083","Everwood Springs","NY","Business 3977","Grocery Store",48,14,"NETS"
"34796","12083","Everwood Springs","NY","Business 1639","Clothing Store",47,8,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 3866","Hardware Store",12,26,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 7844","Electronics Store",62,23,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 1052","Electronics Store",38,14,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 2733","Electronics Store",16,3,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 7447","Grocery Store",73,27,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 6836","Pharmacy",65,13,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 1122","Gas Station",51,14,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 4966","Pharmacy",72,24,"NETS"
"83727","12167","Silverstone Ridge","NY","Business 9767","Electronics Store",53,9,"NETS"
"38582","12122",,"NY","Business 5930","Grocery Store",33,10,"NETS"
"38582","12122",,"NY","Business 2537","Restaurant",30,23,"NETS"
"38582","12122",,"NY","Business 5469","Restaurant",88,27,"NETS"
"38582","12122",,"NY","Business 8908","Pharmacy",60,18,"NETS"
"68362","12508","Coppermill Valley","NY","Business 574","Pharmacy",12,7,"NETS"
"68362","12508","Coppermill Valley","NY","Business 207","Restaurant",21,6,"NETS"
"68362","12508","Coppermill Valley","NY","Business 4472","Electronics Store",62,10,"NETS"
"68362","12508","Coppermill Valley","NY","Business 2396","Hardware Store",94,14,"NETS"
"68362","12508","Coppermill Valley","NY","Business 4765","Grocery Store",75,5,"NETS"
"68362","12508","Coppermill Valley","NY","Business 5365","Hardware Store",19,1,"NETS"
